,carat,cut,color,clarity,depth,table,price,x,y,z
22450,0.76,Very Good,G,SI1,63.7,58.0,2579,5.75,5.8,3.68
22451,1.02,Premium,F,VS1,60.8,59.0,7539,6.46,6.49,3.94
22452,0.7,Premium,E,VS2,62.4,61.0,2818,5.66,5.63,3.52
22453,1.51,Fair,G,I1,65.6,54.0,4167,7.28,7.1,4.72
22454,0.56,Ideal,F,VS2,60.8,57.0,1619,5.35,5.42,3.28
22455,1.5,Good,E,SI1,58.5,59.0,11554,7.45,7.49,4.37
22456,1.0,Good,H,SI1,62.7,60.0,4389,6.24,6.3,3.93
22457,0.52,Ideal,E,VS1,62.6,57.0,1668,5.11,5.15,3.21
22458,2.01,Premium,H,SI1,58.2,62.0,16287,8.26,8.21,4.79
22459,0.3,Ideal,G,SI1,62.2,57.0,477,4.26,4.29,2.66
22460,1.53,Very Good,F,SI1,58.5,59.0,11713,7.55,7.62,4.44
22461,0.57,Ideal,H,VS2,61.6,55.0,1558,5.34,5.36,3.29
22462,1.2,Premium,F,SI2,62.6,58.0,5846,6.79,6.73,4.23
22463,0.78,Ideal,G,SI2,61.7,55.0,2246,5.92,5.88,3.64
22464,0.7,Good,F,SI1,63.5,59.0,1988,5.58,5.64,3.56
22465,0.72,Ideal,I,VS1,60.4,56.0,3005,5.8,5.86,3.52
22466,0.84,Ideal,H,SI2,63.0,56.0,2628,6.04,6.02,3.8
22467,1.01,Premium,I,VS2,62.5,58.0,4676,6.44,6.39,4.01
22468,1.06,Fair,I,I1,64.5,57.0,2239,6.47,6.33,4.13
22469,1.03,Premium,E,VS1,59.6,59.0,7677,6.57,6.59,3.92
22470,1.0,Very Good,H,SI2,62.0,57.0,4379,6.4,6.34,3.95
22471,0.7,Ideal,D,VVS2,61.1,55.0,5539,5.75,5.78,3.52
22472,0.46,Ideal,E,SI2,61.3,56.0,1116,5.02,4.96,3.06
22473,0.7,Very Good,E,SI1,62.7,55.0,2575,5.63,5.67,3.54
22474,0.94,Ideal,D,SI2,62.2,56.0,5155,6.24,6.27,3.89
22475,0.31,Ideal,H,VVS2,62.5,55.0,802,4.37,4.34,2.72
22476,1.11,Premium,D,I1,61.9,58.0,3589,6.63,6.66,4.11
22477,1.8,Ideal,H,VS1,62.3,56.0,15105,7.79,7.76,4.84
22478,1.23,Ideal,H,SI1,62.3,57.0,5938,6.85,6.89,4.28
22479,0.24,Very Good,E,VS2,63.5,53.0,419,3.96,3.98,2.52
22480,1.36,Good,G,SI1,64.3,59.0,7549,6.93,6.85,4.43
22481,0.39,Premium,E,VVS2,59.5,58.0,1126,4.77,4.74,2.83
22482,0.3,Ideal,E,VS2,60.2,57.0,658,4.36,4.38,2.63
22483,1.16,Premium,I,VS1,60.4,59.0,5457,6.89,6.82,4.14
22484,1.0,Good,H,SI2,59.0,61.0,3991,6.42,6.46,3.8
22485,1.02,Ideal,E,VVS1,61.4,57.0,11028,6.39,6.47,3.95
22486,1.2,Ideal,J,VS2,62.2,54.0,4106,6.84,6.8,4.24
22487,0.3,Premium,D,SI1,61.7,59.0,552,4.28,4.31,2.65
22488,0.44,Premium,E,SI1,62.9,58.0,1040,4.88,4.85,3.06
22489,0.78,Premium,J,SI2,60.6,58.0,2022,5.94,5.91,3.59
22490,1.4,Ideal,H,SI1,62.4,56.0,8075,7.11,7.18,4.46
22491,0.36,Good,F,VS1,63.6,60.0,945,4.52,4.47,2.86
22492,1.14,Premium,D,I1,61.8,59.0,4022,6.74,6.62,4.13
22493,0.71,Very Good,E,SI1,62.9,57.0,2573,5.66,5.7,3.57
22494,0.4,Ideal,I,VS1,61.2,56.0,736,4.76,4.82,2.93
22495,2.0,Premium,I,SI2,60.0,58.0,10976,8.23,8.17,4.92
22496,1.01,Very Good,D,VVS2,59.8,57.0,10499,6.49,6.58,3.91
22497,1.02,Premium,H,VS1,62.1,57.0,4827,6.46,6.42,4.0
22498,0.32,Ideal,G,SI1,62.5,55.0,477,4.35,4.38,2.73
22499,1.03,Ideal,D,SI2,61.2,57.0,4764,6.59,6.51,4.01
22500,0.77,Ideal,F,VS1,62.5,57.0,3357,5.88,5.9,3.68
22501,0.31,Ideal,H,SI1,61.5,56.0,591,4.36,4.39,2.69
22502,0.55,Very Good,H,VS1,61.0,56.0,1643,5.26,5.3,3.22
22503,1.21,Ideal,D,VS2,60.9,60.0,10353,6.91,6.86,4.19
22504,1.89,Ideal,J,VS1,62.0,56.0,12674,7.93,7.98,4.93
22505,0.72,Very Good,G,SI2,62.5,56.0,2079,5.68,5.71,3.56
22506,2.37,Premium,I,VS2,61.6,56.0,14837,8.7,8.6,5.33
22507,0.31,Premium,H,VS1,61.1,59.0,544,4.35,4.36,2.66
22508,0.7,Fair,E,VS1,64.5,57.0,2964,5.59,5.55,3.59
22509,0.56,Ideal,F,VS2,62.2,55.0,1739,5.25,5.28,3.28
22510,1.5,Ideal,I,SI1,59.4,60.0,8555,7.54,7.5,4.47
22511,0.38,Very Good,F,VS2,61.9,54.6,906,4.64,4.68,2.89
22512,1.0,Very Good,I,VS2,64.0,54.0,4739,6.28,6.34,4.04
22513,1.12,Premium,E,SI2,62.4,58.0,4277,6.59,6.64,4.13
22514,0.3,Good,H,SI1,63.4,58.0,421,4.26,4.29,2.71
22515,0.62,Very Good,E,SI2,58.8,63.0,1624,5.58,5.61,3.29
22516,0.9,Very Good,I,SI2,61.5,57.0,3503,6.16,6.19,3.8
22517,0.3,Very Good,G,VS1,60.8,56.0,585,4.35,4.37,2.65
22518,0.53,Ideal,E,SI1,61.8,56.0,1607,5.21,5.17,3.21
22519,1.0,Very Good,E,SI1,63.4,58.0,4805,6.29,6.26,3.98
22520,0.71,Premium,F,VS2,59.6,59.0,2686,5.81,5.77,3.45
22521,1.52,Premium,D,SI2,60.6,62.0,9561,7.42,7.37,4.48
22522,0.3,Premium,E,SI1,60.0,60.0,675,4.38,4.36,2.62
22523,0.3,Good,G,SI1,63.2,55.0,417,4.26,4.29,2.7
22524,0.55,Very Good,F,SI1,63.6,57.0,1271,5.17,5.21,3.3
22525,0.32,Premium,H,VS1,61.6,59.0,524,4.37,4.39,2.7
22526,1.23,Premium,J,VS2,62.7,58.0,4856,6.81,6.77,4.26
22527,0.7,Ideal,F,VS1,61.2,58.0,3154,5.7,5.73,3.5
22528,1.0,Fair,G,SI1,66.1,62.0,3700,6.1,6.03,4.01
22529,1.02,Fair,H,SI1,65.5,60.0,4758,6.29,6.22,4.1
22530,0.82,Ideal,E,SI1,61.9,56.0,3966,6.0,6.02,3.72
22531,0.32,Ideal,D,SI1,62.6,55.0,756,4.39,4.36,2.74
22532,0.3,Ideal,G,VVS2,62.2,57.0,655,4.25,4.3,2.66
22533,1.0,Premium,F,SI2,62.9,56.0,4333,6.42,6.36,4.02
22534,0.72,Premium,G,SI1,60.6,59.0,2246,5.8,5.76,3.5
22535,1.51,Very Good,E,SI1,61.8,57.0,9474,7.36,7.43,4.57
22536,0.65,Very Good,I,IF,61.0,55.0,2332,5.65,5.73,3.47
22537,1.0,Ideal,D,SI1,62.2,56.0,5880,6.38,6.35,3.96
22538,0.54,Ideal,E,VS2,61.9,57.0,1847,5.23,5.2,3.23
22539,0.4,Ideal,G,VVS1,61.7,55.0,1374,4.73,4.76,2.93
22540,1.07,Ideal,E,VS1,60.0,58.0,8998,6.66,6.7,4.01
22541,0.51,Ideal,H,IF,62.0,54.0,1879,5.14,5.18,3.2
22542,0.6,Ideal,G,VS1,62.2,55.0,2061,5.41,5.45,3.38
22543,1.29,Ideal,J,VS2,62.1,59.0,5771,6.92,6.96,4.31
22544,1.21,Very Good,H,VS1,62.8,54.4,7786,6.78,6.81,4.26
22545,0.5,Premium,F,SI2,58.0,62.0,1031,5.21,5.18,3.01
22546,0.94,Premium,E,SI2,60.4,59.0,3825,6.34,6.37,3.84
22547,0.9,Very Good,H,SI2,62.4,58.0,3250,6.11,6.16,3.83
22548,0.71,Very Good,F,VS2,61.3,61.0,2860,5.68,5.73,3.5
22549,1.14,Ideal,G,VS1,61.8,57.0,9090,6.67,6.7,4.12
22550,0.71,Very Good,E,VS1,63.2,60.0,3006,5.63,5.6,3.55
22551,0.52,Very Good,G,VVS1,60.9,56.0,1913,5.18,5.24,3.17
22552,0.52,Very Good,E,SI2,62.6,58.0,1372,5.05,5.17,3.2
22553,1.64,Very Good,J,SI2,62.5,58.0,7409,7.48,7.56,4.7
22554,2.29,Ideal,J,SI2,62.8,56.0,14500,8.36,8.39,5.25
22555,1.06,Very Good,G,VS2,63.1,59.0,6325,6.48,6.45,4.08
22556,1.33,Ideal,I,SI1,61.6,57.0,7526,7.06,7.1,4.36
22557,1.2,Premium,D,SI1,59.7,59.0,7338,6.91,6.86,4.11
22558,0.3,Ideal,D,SI1,61.0,56.0,552,4.35,4.37,2.66
22559,0.7,Very Good,I,VVS2,63.3,55.0,2415,5.67,5.61,3.57
22560,1.02,Very Good,E,SI2,63.1,59.0,4404,6.33,6.39,4.01
22561,0.75,Premium,G,SI2,63.0,58.0,2250,5.81,5.77,3.62
22562,2.51,Premium,J,VS2,62.2,58.0,18020,8.73,8.67,5.41
22563,1.21,Very Good,D,SI2,62.3,59.0,6125,6.74,6.78,4.21
22564,1.01,Very Good,E,SI1,63.4,58.0,5684,6.32,6.37,4.02
22565,0.59,Premium,G,I1,59.7,59.0,940,5.48,5.45,3.26
22566,1.01,Premium,F,VS2,62.2,60.0,6416,6.37,6.4,3.97
22567,1.03,Ideal,F,VS1,60.7,56.0,7429,6.6,6.54,3.99
22568,1.01,Good,E,VS2,63.3,60.0,6399,6.3,6.33,4.0
22569,1.0,Very Good,E,SI2,59.6,59.0,4321,6.48,6.51,3.87
22570,1.53,Ideal,E,SI2,61.2,57.0,10339,7.42,7.46,4.55
22571,0.51,Ideal,G,VVS2,61.1,56.0,1974,5.19,5.15,3.16
22572,0.4,Good,D,SI2,63.9,53.0,622,4.68,4.71,3.0
22573,0.31,Premium,I,VS1,62.6,59.0,628,4.33,4.29,2.7
22574,1.23,Good,I,SI1,60.7,61.0,6165,6.91,6.93,4.2
22575,0.9,Very Good,I,VS2,59.9,58.0,3709,6.17,6.22,3.71
22576,0.3,Premium,D,SI1,61.0,60.0,709,4.35,4.3,2.64
22577,0.51,Premium,D,VS2,60.9,58.0,1716,5.18,5.14,3.14
22578,0.3,Ideal,E,VS2,61.6,55.0,658,4.31,4.33,2.66
22579,0.9,Premium,I,VS2,61.8,59.0,3398,6.15,6.21,3.82
22580,0.3,Ideal,D,VS2,60.8,57.0,710,4.31,4.34,2.63
22581,0.5,Ideal,E,SI1,61.6,57.0,1415,5.13,5.09,3.15
22582,0.42,Premium,E,VS2,61.9,59.0,1024,4.81,4.75,2.96
22583,0.5,Ideal,F,SI2,62.0,58.0,1095,5.08,5.11,3.16
22584,0.71,Premium,F,VS1,60.5,58.0,2839,5.75,5.72,3.47
22585,1.21,Very Good,I,VS2,63.4,57.0,5387,6.79,6.72,4.28
22586,0.7,Good,G,SI1,62.7,59.0,2209,5.57,5.63,3.51
22587,0.72,Ideal,I,VVS2,61.2,59.0,2452,5.75,5.79,3.53
22588,0.31,Premium,H,VS1,61.4,56.0,698,4.39,4.37,2.69
22589,1.74,Premium,H,SI1,61.6,59.0,8653,7.7,7.62,4.72
22590,0.9,Good,I,SI2,60.9,63.0,2680,6.13,6.21,3.76
22591,1.01,Fair,F,SI1,66.8,60.0,3991,6.21,6.13,4.12
22592,1.23,Ideal,F,VVS2,61.8,56.0,11040,6.84,6.89,4.24
22593,1.01,Good,D,SI1,63.8,58.0,5543,6.38,6.34,4.06
22594,1.42,Ideal,H,SI2,62.2,56.0,7475,7.21,7.16,4.47
22595,2.03,Premium,G,VS2,60.9,59.0,18166,8.17,8.14,4.97
22596,0.52,Ideal,D,SI1,61.8,57.0,1600,5.14,5.19,3.19
22597,1.5,Fair,D,SI1,65.1,59.0,10374,7.1,7.01,4.59
22598,0.52,Ideal,D,SI1,62.5,56.0,1651,5.19,5.14,3.23
22599,1.26,Ideal,F,SI1,60.6,56.0,6922,7.05,6.98,4.25
22600,0.81,Good,I,VS1,59.4,56.0,3042,5.97,6.11,3.59
22601,1.22,Premium,G,SI2,61.6,62.0,5226,6.79,6.75,4.17
22602,0.95,Good,F,SI2,59.7,57.0,3750,6.41,6.45,3.84
22603,1.01,Good,G,SI1,63.7,60.0,5113,6.32,6.28,4.01
22604,0.91,Premium,H,SI1,62.2,56.0,3180,6.23,6.18,3.86
22605,1.21,Ideal,J,SI1,61.9,54.0,5341,6.85,6.88,4.25
22606,1.03,Ideal,H,SI1,62.4,56.0,4800,6.45,6.5,4.04
22607,1.02,Premium,E,VS2,60.0,59.0,7311,6.56,6.54,3.93
22608,2.01,Premium,H,VS2,62.8,58.0,13342,7.99,7.9,4.99
22609,1.16,Ideal,I,SI2,62.6,56.0,4560,6.73,6.68,4.2
22610,1.53,Ideal,H,VVS2,62.2,57.0,13629,7.32,7.37,4.57
22611,0.7,Very Good,F,SI2,60.7,58.0,2195,5.73,5.77,3.49
22612,0.72,Ideal,E,SI1,61.2,56.0,2666,5.79,5.75,3.53
22613,1.01,Very Good,F,VS2,62.0,59.0,6159,6.38,6.42,3.97
22614,0.4,Ideal,E,SI2,61.2,55.0,855,4.77,4.74,2.91
22615,0.9,Premium,D,SI1,61.5,58.0,4304,6.21,6.15,3.8
22616,1.28,Ideal,G,VS1,62.7,53.0,9372,6.94,6.97,4.36
22617,1.51,Very Good,I,SI1,63.1,56.0,7891,7.28,7.33,4.61
22618,0.5,Very Good,E,SI2,63.0,57.0,1098,5.01,5.05,3.17
22619,1.2,Premium,G,SI1,62.7,58.0,6451,6.71,6.66,4.19
22620,0.34,Ideal,D,VS2,62.9,55.0,1033,4.47,4.43,2.8
22621,0.9,Good,E,SI2,62.0,63.0,3218,6.09,6.14,3.79
22622,0.7,Premium,F,VS2,61.7,58.0,2838,5.69,5.63,3.49
22623,1.07,Premium,D,VS1,62.0,60.0,8359,6.55,6.49,4.04
22624,1.52,Premium,D,SI1,59.2,61.0,12823,7.59,7.55,4.48
22625,0.74,Very Good,E,SI2,61.7,56.0,2179,5.76,5.9,3.6
22626,0.32,Ideal,G,VS1,62.0,56.0,645,4.35,4.39,2.71
22627,0.4,Very Good,F,VVS2,62.0,56.0,1049,4.71,4.74,2.93
22628,1.01,Premium,G,VS2,62.4,58.0,6108,6.41,6.38,3.99
22629,1.23,Ideal,H,SI2,62.4,57.0,6152,6.79,6.84,4.25
22630,1.31,Ideal,I,SI2,63.6,55.0,5546,6.98,6.92,4.42
22631,1.52,Fair,H,I1,64.9,58.0,3504,7.18,7.13,4.65
22632,1.0,Premium,G,VS2,60.8,58.0,5242,6.44,6.4,3.9
22633,0.5,Premium,E,VS2,62.4,62.0,1629,5.07,5.03,3.15
22634,0.31,Fair,D,VVS2,54.2,65.0,997,4.61,4.58,2.49
22635,1.04,Premium,E,VVS1,62.5,59.0,10539,6.46,6.41,4.02
22636,0.71,Very Good,I,SI1,60.4,63.0,2028,5.8,5.73,3.48
22637,2.48,Premium,I,SI2,63.0,62.0,17607,8.62,8.58,5.42
22638,1.5,Very Good,D,SI2,63.1,56.0,9783,7.17,7.28,4.56
22639,1.2,Premium,I,VS2,61.8,55.0,5699,6.93,6.8,4.24
22640,1.68,Ideal,G,VS2,62.1,55.0,10838,7.64,7.59,4.73
22641,1.3,Premium,G,VS2,60.9,60.0,9051,6.99,7.04,4.27
22642,1.07,Good,F,SI2,58.7,64.0,4232,6.64,6.68,3.91
22643,0.31,Ideal,F,VS1,61.2,56.0,821,4.4,4.42,2.7
22644,0.34,Ideal,F,VVS1,62.0,56.0,967,4.45,4.49,2.77
22645,0.83,Ideal,G,VS1,62.1,57.0,4181,5.99,6.03,3.73
22646,0.82,Ideal,H,VS2,61.5,56.0,2804,6.01,6.08,3.72
22647,0.92,Ideal,G,SI1,62.6,56.0,4173,6.21,6.19,3.88
22648,0.96,Good,J,VS2,63.9,58.0,3312,6.27,6.21,3.99
22649,0.31,Very Good,G,VS2,63.1,56.0,698,4.37,4.31,2.74
22650,1.51,Ideal,E,SI1,62.2,56.0,13254,7.31,7.36,4.56
22651,1.01,Ideal,H,VS2,62.1,54.0,4909,6.5,6.44,4.02
22652,1.73,Good,J,SI1,65.6,55.0,8703,7.42,7.47,4.88
22653,0.32,Very Good,H,VS2,62.7,54.0,505,4.39,4.41,2.76
22654,0.39,Premium,E,VS1,59.6,60.0,1097,4.75,4.72,2.82
22655,0.53,Ideal,H,VS2,61.5,56.0,1427,5.21,5.26,3.22
22656,2.01,Good,I,VS2,59.9,65.0,15729,8.19,8.14,4.89
22657,1.51,Very Good,H,SI2,62.3,58.0,7823,7.29,7.25,4.53
22658,0.31,Premium,E,VS2,60.3,58.0,680,4.37,4.42,2.65
22659,2.08,Premium,H,SI2,62.8,60.0,12655,8.12,8.03,5.07
22660,1.73,Premium,H,SI1,62.4,58.0,12079,7.64,7.61,4.76
22661,1.01,Premium,E,VS2,59.5,60.0,5882,6.3,6.24,3.73
22662,0.91,Good,E,SI1,63.5,57.0,4211,6.07,6.11,3.87
22663,1.2,Ideal,J,SI2,61.7,56.0,4744,6.87,6.79,4.21
22664,1.18,Ideal,D,SI1,61.9,55.0,7087,6.76,6.8,4.2
22665,1.52,Very Good,F,VS2,62.7,59.0,14066,7.3,7.33,4.59
22666,0.55,Ideal,E,VS1,61.1,55.0,1975,5.3,5.33,3.25
22667,1.29,Very Good,H,SI2,63.8,57.0,5601,6.8,6.87,4.36
22668,0.92,Ideal,H,VVS1,62.1,54.0,5886,6.26,6.23,3.88
22669,0.35,Ideal,E,VVS2,61.3,56.0,881,4.54,4.6,2.8
22670,1.5,Very Good,E,SI1,59.4,59.0,11325,7.42,7.49,4.43
22671,1.01,Ideal,E,VS2,61.5,57.0,7421,6.48,6.44,3.97
22672,0.5,Very Good,F,SI1,62.7,61.0,1197,5.01,5.07,3.16
22673,0.58,Ideal,F,VS1,60.4,57.0,2245,5.42,5.37,3.26
22674,1.06,Premium,F,SI2,62.5,58.0,4719,6.54,6.41,4.05
22675,1.24,Ideal,J,VS2,62.1,56.0,6639,6.86,6.9,4.27
22676,1.54,Premium,H,VS2,61.0,60.0,10977,7.42,7.46,4.54
22677,0.41,Premium,J,VS2,61.9,59.0,611,4.69,4.74,2.92
22678,1.46,Very Good,F,SI1,62.8,59.0,9770,7.13,7.18,4.49
22679,0.74,Ideal,E,SI2,62.2,56.0,2761,5.8,5.84,3.62
22680,0.27,Ideal,E,VS1,61.6,55.0,470,4.16,4.18,2.57
22681,0.55,Good,H,SI1,63.6,55.0,1175,5.18,5.23,3.31
22682,0.5,Ideal,D,VS2,62.5,54.0,1845,5.09,5.05,3.17
22683,0.56,Premium,E,VS1,60.1,61.0,1882,5.38,5.31,3.21
22684,0.42,Premium,E,VS2,62.8,59.0,1024,4.8,4.76,3.0
22685,0.33,Very Good,F,VS2,61.2,58.0,666,4.45,4.5,2.74
22686,0.27,Ideal,H,SI1,61.6,57.0,393,4.13,4.15,2.55
22687,2.14,Premium,I,VS2,62.3,58.0,17416,8.22,8.16,5.1
22688,1.37,Very Good,G,VS1,58.3,60.0,10226,7.3,7.35,4.27
22689,0.31,Ideal,G,VS1,62.1,55.0,625,4.33,4.37,2.7
22690,2.01,Ideal,H,SI2,61.9,57.0,14167,8.09,8.06,5.0
22691,1.6,Ideal,H,VS2,61.2,57.0,8709,7.57,7.5,4.61
22692,1.19,Fair,H,SI1,64.4,58.0,5622,6.69,6.64,4.29
22693,0.54,Very Good,E,SI1,62.2,61.0,1320,5.24,5.15,3.23
22694,0.76,Ideal,F,VS1,61.9,55.0,3820,5.88,5.84,3.63
22695,1.08,Ideal,E,VVS2,62.5,57.0,10300,6.52,6.57,4.09
22696,0.36,Very Good,G,VVS2,59.5,56.0,858,4.68,4.73,2.8
22697,2.0,Good,G,SI1,63.6,61.0,17405,7.9,7.83,5.0
22698,2.0,Fair,H,VS1,66.0,56.0,14199,7.79,7.72,5.12
22699,0.3,Very Good,G,VVS2,61.6,60.0,684,4.24,4.27,2.62
22700,1.0,Good,D,I1,57.8,62.0,2657,6.51,6.47,3.75
22701,2.09,Premium,H,SI2,62.1,58.0,17001,8.17,8.22,5.09
22702,0.76,Very Good,H,SI1,63.0,58.0,2593,5.78,5.8,3.65
22703,0.71,Premium,G,VS1,62.4,61.0,2803,5.7,5.65,3.54
22704,0.3,Ideal,E,VVS1,61.2,57.0,838,4.32,4.34,2.65
22705,0.9,Premium,G,SI1,62.9,58.0,3774,6.11,6.02,3.82
22706,2.0,Good,I,VS2,64.0,60.0,10640,7.9,7.83,5.04
22707,0.77,Ideal,I,VS2,61.2,59.0,2558,5.91,5.95,3.63
22708,1.5,Good,D,SI2,60.2,65.0,9173,7.37,7.34,4.43
22709,1.02,Ideal,I,VVS2,62.1,54.0,5767,6.47,6.51,4.03
22710,1.01,Premium,E,VS1,62.0,59.0,7821,6.38,6.42,3.97
22711,0.43,Ideal,J,VVS2,61.8,55.0,710,4.89,4.91,3.03
22712,0.4,Ideal,F,VVS2,61.7,55.0,1088,4.74,4.76,2.93
22713,0.32,Ideal,D,SI1,61.4,57.0,589,4.41,4.42,2.71
22714,0.3,Premium,G,IF,61.6,60.0,895,4.29,4.32,2.65
22715,1.25,Ideal,D,SI2,61.9,54.4,6779,6.9,6.93,4.28
22716,0.53,Ideal,G,SI1,61.1,55.0,1549,5.24,5.26,3.21
22717,2.0,Good,I,VS2,63.6,60.0,16291,7.95,8.03,5.08
22718,0.31,Ideal,E,IF,61.9,56.0,1060,4.35,4.37,2.7
22719,1.04,Premium,G,SI1,62.6,55.0,4948,6.49,6.42,4.04
22720,0.7,Premium,H,SI1,61.1,58.0,2383,5.73,5.69,3.49
22721,0.91,Premium,D,VS2,62.0,60.0,4969,6.23,6.19,3.85
22722,1.28,Premium,G,VVS2,62.1,58.0,10716,6.96,6.91,4.31
22723,0.37,Ideal,G,VVS2,62.0,56.0,909,4.62,4.64,2.87
22724,0.9,Very Good,D,SI2,62.9,59.0,3706,6.06,6.15,3.84
22725,0.51,Very Good,G,VVS2,63.5,55.0,1842,5.09,5.05,3.22
22726,0.39,Premium,G,SI1,60.9,58.0,878,4.73,4.7,2.87
22727,1.7,Ideal,J,SI2,60.5,57.0,8505,7.74,7.84,4.71
22728,0.91,Premium,H,SI1,60.9,58.0,3414,6.26,6.22,3.8
22729,0.71,Very Good,F,VS1,62.2,55.0,3045,5.68,5.74,3.56
22730,0.34,Ideal,G,VS2,61.5,57.0,596,4.47,4.51,2.76
22731,0.3,Ideal,I,VVS1,62.3,55.0,709,4.29,4.28,2.67
22732,1.61,Ideal,F,VS2,62.9,56.0,15426,7.52,7.46,4.71
22733,1.01,Good,F,VS2,64.1,59.0,6037,6.16,6.23,3.97
22734,0.7,Premium,F,VVS1,61.9,60.0,3587,5.68,5.63,3.5
22735,0.41,Premium,D,VS2,61.8,58.0,846,4.76,4.79,2.95
22736,1.13,Premium,E,SI2,62.5,57.0,3898,6.68,6.63,4.16
22737,0.32,Premium,I,IF,60.3,58.0,864,4.45,4.41,2.67
22738,0.8,Ideal,F,SI2,59.9,59.0,2762,6.01,6.07,3.62
22739,1.15,Very Good,H,SI2,63.2,58.0,4767,6.64,6.68,4.21
22740,0.41,Ideal,H,SI1,61.2,57.0,876,4.78,4.76,2.92
22741,0.26,Very Good,E,VVS1,63.4,59.0,554,4.0,4.04,2.55
22742,1.01,Ideal,J,VS2,62.3,55.0,4425,6.4,6.44,4.0
22743,0.3,Premium,G,VVS2,62.1,59.0,878,4.27,4.23,2.64
22744,0.54,Ideal,D,SI1,62.6,55.0,1715,5.23,5.19,3.26
22745,0.9,Premium,F,SI2,58.0,57.0,3704,6.41,6.34,3.7
22746,0.23,Very Good,E,VVS2,61.1,59.0,505,3.94,3.98,2.42
22747,0.34,Premium,J,VS2,62.3,60.0,417,4.46,4.49,2.79
22748,0.31,Good,G,IF,63.9,58.0,924,4.27,4.3,2.74
22749,0.5,Very Good,F,VS2,63.0,58.0,1436,5.05,5.08,3.19
22750,1.0,Good,G,VS1,63.9,55.0,5920,6.28,6.34,4.03
22751,0.8,Good,F,SI1,63.8,59.0,2941,5.83,5.87,3.73
22752,0.9,Very Good,H,SI2,63.0,55.0,3162,6.1,6.16,3.86
22753,0.51,Very Good,H,SI1,63.4,57.0,1227,5.09,5.06,3.22
22754,0.89,Premium,H,SI2,60.2,59.0,2815,6.26,6.23,3.76
22755,0.55,Ideal,G,VVS2,62.5,56.0,2022,5.22,5.25,3.27
22756,0.6,Premium,F,VVS2,62.4,56.0,2316,5.44,5.39,3.38
22757,0.46,Good,F,VVS1,66.5,55.0,1307,4.77,4.82,3.19
22758,2.03,Ideal,I,SI1,62.6,55.0,14548,8.06,8.11,5.06
22759,0.72,Very Good,I,VS2,61.6,59.0,2359,5.71,5.75,3.53
22760,0.7,Fair,H,I1,62.1,66.0,1138,5.56,5.52,3.44
22761,0.3,Ideal,F,VS2,63.0,55.0,673,4.29,4.28,2.7
22762,0.7,Very Good,G,SI1,62.5,60.0,2042,5.64,5.68,3.54
22763,0.66,Good,H,VS1,59.8,60.9,1978,5.62,5.68,3.38
22764,1.01,Premium,G,VS1,62.3,59.0,6618,6.42,6.38,3.99
22765,1.07,Premium,G,VVS2,61.6,57.0,7593,6.59,6.55,4.05
22766,0.38,Very Good,F,SI2,61.2,57.0,585,4.67,4.71,2.87
22767,0.33,Premium,E,VVS2,61.3,59.0,741,4.44,4.47,2.73
22768,0.5,Good,F,VS2,63.8,55.0,1436,5.03,5.06,3.22
22769,1.52,Premium,G,VS2,62.0,58.0,13606,7.39,7.33,4.56
22770,0.72,Ideal,F,SI2,62.0,55.0,2224,5.75,5.79,3.58
22771,1.0,Very Good,G,SI1,62.3,62.0,5511,6.34,6.38,3.96
22772,0.31,Ideal,D,SI1,61.2,57.0,684,4.38,4.34,2.67
22773,0.43,Ideal,F,VVS2,62.2,55.0,1169,4.83,4.85,3.01
22774,0.31,Ideal,F,VS2,62.3,55.0,802,4.38,4.35,2.72
22775,0.71,Ideal,E,SI2,61.2,57.0,2619,5.75,5.78,3.53
22776,0.56,Ideal,F,VS1,61.7,56.0,2016,5.33,5.3,3.28
22777,1.02,Very Good,H,SI2,63.4,54.0,4252,6.37,6.43,4.06
22778,1.0,Premium,G,SI1,60.0,60.0,3568,6.47,6.42,3.87
22779,1.01,Very Good,G,SI2,61.9,55.0,3852,6.43,6.46,3.99
22780,0.71,Very Good,F,VVS1,61.8,55.0,3461,5.71,5.77,3.55
22781,0.31,Ideal,G,VVS1,62.1,53.0,789,4.36,4.4,2.72
22782,0.3,Ideal,E,VS2,62.5,56.0,658,4.28,4.3,2.68
22783,1.05,Very Good,F,SI1,59.7,60.0,5666,6.63,6.71,3.98
22784,0.51,Ideal,G,SI1,61.3,55.0,1329,5.18,5.22,3.19
22785,0.61,Ideal,G,VS1,62.1,56.0,2167,5.42,5.44,3.37
22786,1.0,Premium,D,SI2,59.9,59.0,4928,6.48,6.44,3.87
22787,1.51,Very Good,I,IF,62.1,59.0,12291,7.25,7.31,4.52
22788,2.01,Very Good,I,VS2,62.5,58.0,15819,7.97,8.05,5.01
22789,0.75,Ideal,G,VVS2,62.0,56.0,3740,5.79,5.85,3.61
22790,0.5,Ideal,E,SI1,62.2,57.0,1331,5.05,5.08,3.15
22791,0.7,Premium,G,SI1,61.4,60.0,2394,5.69,5.74,3.51
22792,0.35,Premium,D,SI1,60.9,58.0,827,4.55,4.52,2.76
22793,0.32,Good,H,SI1,63.1,55.0,449,4.34,4.37,2.75
22794,1.74,Good,I,SI2,60.1,64.0,8731,7.82,7.71,4.67
22795,0.73,Ideal,D,VS2,62.3,54.0,3673,5.77,5.8,3.6
