,carat,cut,color,depth,table,price,x,y,z
2514,1.23,Ideal,H,61.3,57.0,8585,6.92,6.87,4.23
2515,0.56,Ideal,D,61.2,56.0,1963,5.3,5.35,3.26
2516,0.56,Premium,H,60.1,58.0,1585,5.4,5.35,3.23
2517,1.19,Premium,H,60.8,59.0,5698,6.87,6.84,4.17
2518,1.14,Very Good,J,62.4,57.0,4470,6.66,6.7,4.17
2519,1.53,Ideal,F,62.5,57.0,11525,7.38,7.31,4.59
2520,0.71,Ideal,F,62.6,56.0,3018,5.7,5.65,3.55
2521,0.26,Ideal,G,62.5,57.0,605,4.06,4.1,2.55
2522,0.34,Good,E,63.9,56.0,596,4.44,4.48,2.85
2523,1.01,Very Good,I,63.1,57.0,2896,6.39,6.35,4.02
2524,0.7,Ideal,F,62.2,55.0,2381,5.72,5.69,3.55
2525,0.72,Ideal,F,62.6,57.0,2724,5.72,5.68,3.57
2526,0.38,Ideal,E,62.2,54.0,1211,4.65,4.63,2.89
2527,0.41,Very Good,E,61.9,55.0,683,4.77,4.8,2.96
2528,0.38,Good,H,64.4,57.0,721,4.54,4.59,2.94
2529,0.51,Ideal,F,62.2,56.0,2203,5.12,5.08,3.17
2530,0.41,Ideal,F,62.3,57.0,863,4.75,4.78,2.97
2531,1.07,Very Good,D,62.4,57.0,7415,6.51,6.59,4.09
2532,1.0,Premium,F,61.5,59.0,9139,6.4,6.38,3.93
2533,0.72,Ideal,E,61.7,55.0,3427,5.8,5.77,3.57
2534,1.5,Good,E,62.4,64.0,4989,7.22,7.26,4.52
2535,0.38,Ideal,D,60.7,56.0,808,4.69,4.74,2.86
2536,0.27,Ideal,E,61.6,56.0,470,4.14,4.17,2.56
2537,0.92,Very Good,E,63.2,54.0,3679,6.29,6.25,3.96
2538,0.31,Ideal,G,61.9,54.0,891,4.35,4.37,2.7
2539,0.41,Premium,E,60.2,60.0,755,4.78,4.82,2.89
2540,0.56,Ideal,E,61.0,56.0,2404,5.32,5.36,3.26
2541,2.12,Very Good,F,60.6,58.0,17694,8.27,8.32,5.03
2542,1.01,Very Good,D,59.1,63.0,3605,6.54,6.59,3.88
2543,1.1,Premium,E,60.0,60.0,4201,6.7,6.73,4.03
2544,0.96,Very Good,G,60.3,57.0,4265,6.35,6.38,3.84
2545,0.41,Ideal,F,62.9,56.0,969,4.73,4.71,2.97
2546,0.57,Premium,D,63.0,59.0,1949,5.27,5.23,3.31
2547,1.5,Very Good,I,60.8,58.0,9804,7.36,7.42,4.49
2548,0.71,Ideal,F,62.8,56.0,2686,5.66,5.61,3.54
2549,1.02,Very Good,G,62.9,56.0,4704,6.36,6.4,4.01
2550,1.02,Very Good,I,63.4,57.0,3769,6.37,6.4,4.05
2551,1.22,Premium,G,62.3,58.0,6288,6.83,6.76,4.23
2552,0.77,Premium,G,61.6,59.0,2657,5.9,5.85,3.62
2553,1.0,Good,F,63.7,58.0,4158,6.29,6.34,4.02
2554,0.72,Good,F,63.8,59.0,1609,5.64,5.58,3.58
2555,1.01,Ideal,G,62.9,54.0,4672,6.47,6.41,4.05
2556,1.66,Good,G,63.2,56.0,15091,7.49,7.61,4.77
2557,0.36,Premium,D,61.5,60.0,689,4.6,4.54,2.81
2558,0.31,Premium,I,59.4,59.0,544,4.41,4.44,2.63
2559,1.04,Premium,G,60.6,59.0,3896,6.6,6.56,3.99
2560,1.13,Very Good,H,62.5,62.0,4537,6.59,6.66,4.14
2561,1.03,Ideal,D,60.7,55.0,4752,6.53,6.61,3.99
2562,0.26,Very Good,F,59.0,61.0,547,4.17,4.2,2.47
2563,1.0,Very Good,H,62.5,58.0,4042,6.27,6.36,3.95
2564,0.4,Premium,D,61.7,58.0,990,4.74,4.7,2.91
2565,1.52,Premium,I,60.6,57.0,10300,7.51,7.44,4.53
2566,0.5,Very Good,F,62.2,57.0,2121,5.03,5.07,3.14
2567,0.26,Very Good,E,61.5,56.0,657,4.1,4.15,2.53
2568,0.24,Ideal,F,61.4,59.0,540,4.0,4.05,2.47
2569,1.01,Very Good,F,60.8,58.0,6288,6.44,6.49,3.93
2570,0.52,Ideal,E,61.6,55.0,1577,5.19,5.16,3.19
2571,1.02,Premium,F,62.5,57.0,4570,6.47,6.43,4.03
2572,1.1,Premium,D,62.4,58.0,4725,6.6,6.57,4.11
2573,0.24,Very Good,E,57.7,61.0,478,4.12,4.13,2.38
2574,0.3,Ideal,E,61.7,57.0,1013,4.34,4.31,2.67
2575,1.2,Fair,H,65.6,57.0,3696,6.73,6.57,4.36
2576,0.42,Premium,G,62.5,59.0,921,4.72,4.79,2.97
2577,0.3,Ideal,F,62.3,56.0,857,4.3,4.34,2.69
2578,1.66,Premium,J,62.6,59.0,10062,7.58,7.54,4.73
2579,0.59,Premium,E,61.4,59.0,1229,5.4,5.32,3.29
2580,0.31,Very Good,G,58.8,62.0,471,4.4,4.41,2.59
2581,1.67,Premium,H,59.4,61.0,11248,7.78,7.73,4.61
2582,0.53,Ideal,F,62.1,53.2,2273,5.17,5.21,3.22
2583,1.22,Premium,H,62.7,56.0,7105,6.82,6.74,4.25
2584,1.44,Premium,F,62.9,58.0,9653,7.2,7.14,4.51
2585,0.32,Ideal,E,61.7,55.0,954,4.39,4.42,2.72
2586,0.43,Ideal,G,60.5,57.0,1264,4.92,4.86,2.96
2587,0.72,Very Good,J,63.0,57.0,1966,5.69,5.74,3.6
2588,0.44,Premium,G,60.9,59.0,1235,4.9,4.96,3.0
2589,0.77,Ideal,D,62.3,56.0,3158,5.84,5.87,3.65
2590,0.61,Good,E,63.4,57.1,1168,5.37,5.43,3.42
2591,0.71,Very Good,E,63.5,59.0,2858,5.68,5.59,3.58
2592,0.3,Ideal,G,62.0,58.0,764,4.27,4.31,2.66
2593,0.52,Very Good,E,63.0,58.0,1641,5.07,5.12,3.21
2594,1.04,Premium,E,61.0,60.0,4240,6.57,6.52,3.99
2595,0.32,Premium,G,61.2,59.0,720,4.41,4.38,2.69
2596,0.59,Premium,G,62.8,54.0,2040,5.41,5.34,3.38
2597,2.01,Ideal,I,62.9,57.0,12717,8.05,7.98,5.04
2598,1.06,Very Good,G,62.8,54.0,6663,6.5,6.56,4.1
2599,0.33,Ideal,H,61.9,56.0,579,4.44,4.48,2.76
2600,1.01,Ideal,F,60.7,57.0,7792,6.52,6.49,3.95
2601,0.7,Good,D,59.9,59.0,3561,5.69,5.73,3.42
2602,2.02,Premium,I,59.6,60.0,16861,8.25,8.2,4.9
2603,0.91,Good,D,64.0,58.0,3796,6.06,6.09,3.89
2604,0.45,Premium,I,60.3,59.0,941,4.99,4.93,2.99
2605,0.41,Ideal,E,61.6,56.0,1243,4.8,4.78,2.95
2606,0.75,Ideal,G,62.2,57.0,2456,5.8,5.84,3.62
2607,0.5,Good,E,58.5,59.0,1331,5.2,5.23,3.05
2608,0.51,Good,E,57.9,63.0,1760,5.24,5.39,3.08
2609,0.34,Premium,G,61.6,60.0,596,4.47,4.49,2.76
2610,0.77,Premium,I,62.6,55.0,2524,5.9,5.85,3.68
2611,0.71,Ideal,F,62.2,56.0,2304,5.71,5.74,3.56
2612,0.53,Very Good,G,63.4,55.0,1079,5.1,5.19,3.26
2613,0.95,Premium,D,60.1,61.0,4341,6.37,6.35,3.82
2614,1.26,Premium,J,61.7,58.0,5114,6.91,6.99,4.29
2615,0.32,Good,H,63.1,57.0,561,4.34,4.37,2.75
2616,0.31,Good,H,64.1,55.0,476,4.25,4.27,2.73
2617,1.02,Ideal,G,61.4,56.0,4255,6.52,6.47,3.99
2618,1.08,Premium,F,61.0,59.0,5487,6.67,6.57,4.04
2619,0.56,Very Good,J,60.3,59.0,957,5.3,5.34,3.21
2620,0.33,Ideal,H,62.2,57.0,668,4.46,4.42,2.76
2621,0.91,Good,H,63.8,60.0,3520,6.0,6.16,3.88
2622,0.7,Premium,E,63.0,60.0,2818,5.64,5.6,3.54
2623,0.57,Premium,E,62.5,55.0,1645,5.33,5.27,3.31
2624,0.35,Ideal,E,60.7,55.0,1030,4.56,4.6,2.78
2625,1.13,Premium,G,62.5,58.0,6743,6.69,6.59,4.15
2626,0.6,Ideal,F,62.9,57.0,2142,5.35,5.31,3.35
2627,1.08,Good,J,63.2,59.0,3742,6.4,6.57,4.1
2628,0.5,Fair,E,65.3,58.0,1134,4.99,4.91,3.23
2629,0.39,Ideal,F,61.6,55.0,988,4.71,4.74,2.91
2630,0.31,Ideal,D,62.0,54.0,683,4.35,4.36,2.7
2631,0.62,Ideal,H,61.2,54.0,1616,5.51,5.6,3.4
2632,0.5,Good,F,58.0,61.0,1415,5.18,5.23,3.02
2633,1.22,Ideal,H,62.7,54.0,8014,6.77,6.83,4.27
2634,0.61,Ideal,G,60.5,56.0,1306,5.49,5.59,3.35
2635,0.33,Ideal,E,62.6,58.0,852,4.36,4.4,2.74
2636,1.5,Very Good,H,61.4,57.0,9035,7.27,7.33,4.48
2637,1.22,Premium,E,60.9,57.0,2862,6.93,6.88,4.21
2638,2.2,Ideal,I,61.4,57.0,15092,8.41,8.37,5.15
2639,1.02,Good,H,60.3,63.0,4517,6.45,6.49,3.9
2640,0.71,Premium,G,62.2,59.0,2825,5.73,5.66,3.54
2641,0.34,Very Good,F,59.6,60.0,724,4.54,4.59,2.72
2642,0.32,Ideal,D,59.3,55.0,589,4.51,4.53,2.68
2643,0.3,Ideal,G,61.7,56.0,526,4.31,4.35,2.67
2644,0.53,Ideal,G,60.3,56.0,2293,5.29,5.33,3.2
2645,0.9,Ideal,E,61.8,56.0,4770,6.18,6.22,3.83
2646,0.51,Ideal,G,62.7,55.0,1976,5.08,5.1,3.19
2647,1.03,Ideal,I,62.2,57.0,3925,6.46,6.5,4.03
2648,1.01,Good,G,61.1,62.0,3948,6.38,6.48,3.93
2649,0.71,Premium,E,59.0,60.0,2410,5.9,5.87,3.47
2650,0.7,Ideal,G,61.3,56.0,2480,5.73,5.78,3.53
2651,0.4,Very Good,D,63.1,61.0,924,4.71,4.67,2.96
2652,0.51,Ideal,H,62.1,55.0,1016,5.12,5.14,3.18
2653,1.62,Premium,J,62.0,60.0,8183,7.52,7.44,4.64
2654,0.31,Ideal,G,62.1,54.0,891,4.38,4.41,2.73
2655,0.32,Very Good,I,63.4,56.0,480,4.37,4.34,2.76
2656,1.04,Fair,G,64.9,58.0,5633,6.36,6.33,4.12
2657,0.31,Very Good,E,63.3,55.0,698,4.35,4.31,2.74
2658,0.7,Premium,F,60.8,62.0,2874,5.71,5.67,3.46
2659,0.61,Good,E,61.3,61.0,1793,5.4,5.44,3.32
2660,0.34,Ideal,G,61.5,56.0,596,4.47,4.5,2.76
2661,0.93,Premium,F,59.5,60.0,3620,6.39,6.36,3.79
2662,0.52,Ideal,F,62.0,54.0,1624,5.19,5.16,3.21
2663,1.01,Good,D,61.8,60.0,5443,6.35,6.37,3.93
2664,0.5,Very Good,E,58.6,63.0,938,5.23,5.15,3.04
2665,0.6,Ideal,E,61.5,56.0,1830,5.51,5.39,3.35
2666,0.35,Premium,E,59.7,60.0,788,4.58,4.53,2.72
2667,0.51,Very Good,G,60.1,56.0,2005,5.16,5.35,3.16
2668,0.31,Ideal,E,60.9,57.0,680,4.34,4.36,2.65
2669,0.31,Premium,G,61.2,58.0,544,4.32,4.37,2.66
2670,0.33,Ideal,F,60.5,55.0,854,4.55,4.47,2.73
2671,0.32,Premium,H,59.5,58.0,648,4.5,4.47,2.67
2672,0.5,Fair,F,69.8,55.0,584,4.89,4.8,3.38
2673,0.9,Very Good,I,62.6,58.0,3220,6.08,6.15,3.83
2674,0.43,Premium,D,62.4,60.0,1022,4.82,4.79,3.0
2675,0.51,Ideal,F,61.7,56.0,1660,5.13,5.15,3.17
2676,1.65,Ideal,G,62.3,55.0,15281,7.56,7.6,4.72
2677,0.3,Very Good,J,63.3,60.0,506,4.25,4.22,2.68
2678,0.7,Premium,E,62.7,60.0,2695,5.64,5.59,3.52
2679,0.56,Ideal,F,61.6,55.0,1814,5.32,5.29,3.27
2680,0.42,Ideal,G,61.6,56.0,1136,4.83,4.85,2.98
2681,0.3,Ideal,F,60.5,56.0,863,4.34,4.45,2.66
2682,1.51,Fair,J,65.2,56.0,7139,7.16,7.11,4.65
2683,0.53,Good,H,63.7,55.0,1242,5.15,5.12,3.27
2684,0.3,Good,J,64.0,55.0,439,4.28,4.25,2.73
2685,0.51,Premium,E,61.6,57.0,1989,5.13,5.1,3.15
2686,0.52,Premium,G,59.6,62.0,1338,5.23,5.18,3.1
2687,0.33,Ideal,H,60.6,56.0,564,4.46,4.49,2.72
2688,1.01,Ideal,G,61.2,57.0,7290,6.42,6.47,3.95
2689,1.5,Good,G,63.6,58.0,6552,7.19,7.09,4.54
2690,1.5,Premium,E,59.5,61.0,17143,7.46,7.43,4.43
2691,0.33,Very Good,G,61.1,59.0,579,4.43,4.47,2.72
2692,0.3,Very Good,G,58.1,61.0,394,4.41,4.47,2.58
2693,0.39,Ideal,F,62.3,57.0,958,4.65,4.69,2.91
2694,1.06,Premium,E,60.5,60.0,4737,6.67,6.61,4.02
2695,0.51,Ideal,D,61.4,57.0,1716,5.13,5.16,3.16
2696,0.76,Very Good,G,61.5,59.0,3394,5.83,5.91,3.61
2697,2.01,Good,H,64.1,59.0,18474,7.91,7.85,5.05
2698,0.86,Premium,H,62.7,59.0,2851,6.04,5.98,3.77
2699,1.5,Good,E,64.1,58.0,11795,7.24,7.15,4.61
2700,1.52,Good,I,64.1,57.0,8852,7.26,7.21,4.64
2701,1.29,Ideal,H,62.6,56.0,6424,6.96,6.93,4.35
2702,1.6,Ideal,G,62.1,56.0,11651,7.51,7.48,4.65
2703,0.74,Ideal,I,61.3,57.0,3130,5.82,5.85,3.57
2704,0.41,Premium,E,60.4,58.0,930,4.79,4.75,2.88
2705,0.39,Ideal,E,62.2,55.0,948,4.67,4.7,2.91
2706,1.03,Very Good,H,61.3,56.0,4745,6.5,6.53,3.99
2707,0.33,Very Good,E,62.3,56.0,893,4.4,4.44,2.75
2708,0.75,Ideal,E,62.0,56.0,3120,5.82,5.85,3.62
2709,1.24,Premium,H,62.1,58.0,4854,6.92,6.88,4.28
2710,0.77,Very Good,H,63.0,57.0,2513,5.79,5.87,3.67
2711,1.75,Premium,F,61.4,58.0,17172,7.76,7.72,4.75
2712,0.4,Ideal,D,61.6,57.0,1050,4.77,4.71,2.92
2713,1.51,Very Good,F,61.9,63.0,13945,7.35,7.26,4.52
2714,1.53,Premium,F,62.7,60.0,9596,7.34,7.28,4.58
2715,0.73,Ideal,G,62.0,54.0,2583,5.81,5.84,3.61
2716,0.26,Ideal,F,60.9,55.0,768,4.15,4.23,2.55
2717,1.18,Ideal,I,62.2,57.0,4838,6.73,6.76,4.2
2718,1.01,Premium,G,62.4,59.0,5787,6.45,6.41,4.01
2719,0.3,Ideal,H,62.5,53.9,475,4.29,4.32,2.69
2720,0.75,Very Good,F,62.3,57.0,3270,5.83,5.88,3.65
2721,1.5,Premium,H,60.0,62.0,11322,7.41,7.38,4.44
2722,0.51,Premium,G,60.8,59.0,1052,5.2,5.19,3.16
2723,2.51,Good,I,63.7,61.0,14209,8.51,8.48,5.41
2724,0.33,Good,F,63.2,56.0,666,4.39,4.41,2.78
2725,0.52,Very Good,I,60.9,59.0,974,5.14,5.18,3.14
2726,0.53,Very Good,G,62.3,55.0,1648,5.15,5.18,3.22
2727,0.82,Premium,H,59.9,57.0,2721,6.11,6.07,3.65
2728,0.91,Very Good,F,59.7,55.0,4279,6.33,6.36,3.79
2729,1.09,Ideal,J,60.7,58.0,4611,6.64,6.68,4.04
2730,0.33,Ideal,D,61.8,56.0,781,4.45,4.48,2.76
2731,0.37,Very Good,D,62.3,54.0,1108,4.57,4.65,2.87
2732,0.49,Fair,E,65.5,58.0,1705,4.91,4.86,3.2
2733,0.63,Very Good,G,63.3,59.0,1105,5.51,5.31,3.45
2734,0.31,Ideal,I,62.0,54.0,732,4.37,4.34,2.7
2735,0.72,Good,E,63.9,58.0,2305,5.72,5.64,3.63
2736,0.31,Premium,D,61.2,59.0,942,4.37,4.32,2.66
2737,0.7,Very Good,E,60.5,59.0,2757,5.71,5.76,3.47
2738,0.41,Ideal,E,62.0,54.0,1079,4.76,4.79,2.96
2739,1.51,Premium,J,62.5,59.0,8930,7.34,7.29,4.57
2740,0.34,Very Good,G,61.7,56.0,819,4.49,4.51,2.78
2741,0.4,Ideal,G,62.3,57.0,819,4.68,4.73,2.93
2742,2.0,Very Good,J,60.7,59.0,13113,8.12,8.15,4.94
2743,1.0,Very Good,D,62.4,57.0,8138,6.36,6.4,3.98
2744,0.31,Ideal,E,60.4,56.0,1188,4.43,4.38,2.66
2745,0.81,Premium,D,62.3,58.0,4284,5.94,6.0,3.72
2746,0.55,Premium,D,62.7,59.0,1580,5.22,5.25,3.28
2747,2.01,Premium,J,58.6,61.0,10401,8.18,8.14,4.78
2748,1.23,Ideal,F,62.5,54.0,9660,6.82,6.85,4.27
2749,0.55,Ideal,G,62.2,54.0,1916,5.23,5.3,3.27
2750,1.5,Very Good,H,62.5,60.0,8184,7.25,7.32,4.55
2751,0.91,Ideal,G,62.2,57.0,3425,6.18,6.24,3.86
2752,0.52,Ideal,G,62.3,55.0,2012,5.16,5.12,3.2
2753,1.36,Premium,I,62.0,59.0,7592,7.1,7.06,4.39
2754,0.58,Good,E,59.3,64.0,1336,5.48,5.42,3.23
2755,0.32,Ideal,I,61.5,56.0,576,4.41,4.4,2.71
2756,2.11,Ideal,I,61.9,57.0,16723,8.28,8.22,5.11
2757,1.09,Ideal,G,61.7,54.0,7992,6.65,6.7,4.12
2758,0.41,Ideal,G,61.7,54.0,688,4.78,4.81,2.96
2759,1.0,Very Good,G,60.6,63.0,6699,6.42,6.45,3.9
2760,0.39,Ideal,E,62.8,57.0,655,4.66,4.61,2.91
2761,1.24,Good,G,60.2,63.0,9405,6.96,6.99,4.2
2762,1.18,Premium,I,62.8,56.0,5088,6.74,6.71,4.22
2763,1.47,Premium,I,62.4,55.0,6742,7.34,7.24,4.55
2764,0.5,Ideal,F,62.5,52.4,1679,5.07,5.11,3.18
2765,1.52,Very Good,H,62.7,57.0,8194,7.32,7.36,4.6
2766,0.71,Premium,E,61.5,60.0,2858,5.76,5.68,3.52
2767,0.73,Ideal,G,62.3,54.0,2321,5.81,5.78,3.61
2768,1.06,Ideal,I,61.3,56.0,4092,6.55,6.59,4.03
2769,1.11,Premium,D,59.9,57.0,5134,6.74,6.72,4.03
2770,0.51,Ideal,D,61.8,55.0,1787,5.15,5.18,3.19
2771,1.5,Good,H,63.6,58.0,10291,7.22,7.27,4.61
2772,1.6,Ideal,J,62.1,57.0,8904,7.46,7.54,4.66
2773,0.33,Ideal,G,61.8,55.0,838,4.47,4.5,2.77
2774,1.07,Premium,F,58.2,58.0,4319,6.79,6.72,3.93
2775,1.22,Premium,I,62.3,58.0,5233,6.77,6.81,4.23
2776,0.41,Premium,E,62.8,59.0,969,4.75,4.74,2.98
2777,0.34,Ideal,G,60.7,57.0,974,4.51,4.55,2.75
2778,0.3,Ideal,F,60.9,57.0,873,4.35,4.38,2.66
2779,0.9,Very Good,F,62.3,57.0,5122,6.13,6.16,3.83
2780,1.19,Premium,I,61.3,59.0,5464,6.84,6.79,4.18
2781,0.36,Ideal,F,62.2,55.0,1215,4.62,4.57,2.86
2782,1.04,Ideal,I,62.9,43.0,4997,6.45,6.41,4.04
2783,0.36,Ideal,G,61.9,55.0,1029,4.56,4.59,2.83
2784,0.23,Very Good,E,62.7,55.0,505,3.9,3.95,2.46
2785,1.01,Fair,E,56.8,66.0,3991,6.63,6.58,3.75
2786,0.7,Ideal,F,65.0,53.0,2394,5.61,5.56,3.63
2787,1.0,Good,H,60.9,61.0,5254,6.38,6.42,3.9
2788,1.35,Ideal,J,61.4,57.0,5862,7.1,7.13,4.37
2789,1.5,Premium,G,62.5,59.0,12787,7.27,7.23,4.53
2790,0.91,Good,H,63.8,56.0,3323,6.09,6.04,3.87
2791,2.11,Premium,G,59.1,59.0,15757,8.33,8.4,4.94
2792,1.53,Ideal,J,61.4,58.0,7550,7.35,7.43,4.54
2793,2.05,Premium,I,62.1,59.0,9850,8.13,8.07,5.03
2794,0.4,Ideal,D,61.3,57.0,982,4.75,4.77,2.92
2795,0.6,Very Good,H,60.2,60.0,1679,5.45,5.48,3.29
2796,1.82,Very Good,I,62.3,60.0,10701,7.71,7.76,4.82
2797,1.23,Premium,I,60.3,60.0,4133,6.95,6.88,4.17
2798,0.4,Ideal,G,62.6,57.0,931,4.68,4.75,2.95
2799,0.9,Premium,H,61.4,60.0,3387,6.13,6.08,3.75
2800,1.29,Good,J,58.2,61.0,5898,7.07,7.12,4.13
2801,0.32,Very Good,E,62.2,57.0,561,4.38,4.43,2.74
2802,1.01,Premium,G,60.0,58.0,4805,6.55,6.51,3.92
2803,1.21,Good,F,63.7,58.0,7911,6.67,6.71,4.26
2804,0.32,Ideal,D,61.8,56.0,1140,4.41,4.39,2.72
2805,1.0,Good,D,57.8,58.0,4218,6.55,6.61,3.8
2806,0.92,Ideal,J,62.0,55.0,3489,6.24,6.27,3.88
2807,0.83,Very Good,F,63.0,55.0,3207,5.95,5.96,3.75
2808,0.59,Ideal,F,61.1,56.0,2140,5.43,5.47,3.33
2809,1.41,Good,F,63.7,58.0,8212,7.06,7.01,4.48
2810,0.33,Premium,G,61.5,59.0,1040,4.46,4.42,2.73
2811,2.28,Premium,H,62.5,58.0,15413,8.39,8.33,5.23
2812,1.01,Premium,D,59.8,54.0,5147,6.6,6.5,3.93
2813,3.01,Fair,H,56.1,62.0,10761,9.54,9.38,5.31
2814,1.0,Premium,F,62.2,57.0,6296,6.43,6.4,3.99
2815,1.0,Fair,I,66.8,56.0,2743,6.22,6.12,4.13
2816,0.9,Very Good,D,62.6,58.0,4381,6.11,6.15,3.84
2817,0.52,Very Good,G,61.1,56.0,1311,5.19,5.23,3.18
2818,0.43,Ideal,I,62.1,57.0,780,4.83,4.86,3.01
2819,1.55,Very Good,I,62.0,62.0,8644,7.33,7.47,4.59
2820,0.28,Ideal,I,61.8,55.0,448,4.2,4.25,2.61
2821,0.33,Ideal,F,61.7,55.0,761,4.46,4.49,2.76
2822,0.8,Ideal,I,61.7,56.0,3181,5.98,5.92,3.67
2823,0.72,Very Good,E,58.3,57.0,2872,5.89,5.94,3.45
2824,0.71,Premium,F,59.0,61.0,2528,5.88,5.84,3.46
2825,0.57,Ideal,H,61.5,55.0,1151,5.35,5.38,3.3
2826,0.55,Ideal,I,58.5,62.0,1327,5.4,5.39,3.16
2827,1.06,Premium,D,60.9,60.0,4155,6.55,6.52,3.98
2828,0.7,Very Good,F,63.1,58.0,3622,5.6,5.66,3.55
2829,0.55,Ideal,F,62.3,57.0,1263,5.27,5.22,3.27
2830,1.0,Ideal,F,61.8,57.0,4197,6.36,6.45,3.96
2831,0.51,Good,H,63.4,57.0,1119,5.06,5.09,3.22
2832,0.54,Premium,D,61.4,57.5,3194,5.25,5.28,3.23
2833,0.28,Ideal,G,62.7,55.0,522,4.16,4.2,2.62
2834,0.51,Good,D,57.7,60.0,1202,5.31,5.26,3.05
2835,0.38,Premium,F,61.6,58.0,1200,4.63,4.66,2.86
2836,1.03,Very Good,J,58.0,60.0,3729,6.64,6.67,3.86
2837,0.4,Good,H,59.4,64.0,945,4.82,4.75,2.84
2838,0.55,Ideal,E,62.0,56.0,1639,5.26,5.25,3.26
2839,0.42,Ideal,D,62.4,57.0,1040,4.84,4.77,3.0
2840,0.41,Good,F,63.2,59.0,755,4.68,4.72,2.97
2841,1.38,Ideal,F,62.0,58.0,7767,7.12,7.17,4.43
2842,0.41,Premium,D,61.4,58.0,791,4.76,4.78,2.93
2843,1.21,Very Good,F,60.1,58.0,10283,6.85,6.92,4.14
2844,0.71,Ideal,F,62.9,57.0,2381,5.71,5.65,3.57
2845,0.91,Very Good,G,60.4,61.0,3435,6.21,6.28,3.77
2846,0.51,Ideal,E,61.5,56.0,1758,5.11,5.16,3.16
2847,0.43,Premium,F,61.1,57.0,968,4.9,4.86,2.98
2848,0.51,Good,F,64.2,59.0,1406,5.04,5.02,3.23
2849,1.15,Ideal,G,61.8,56.0,9457,6.72,6.75,4.16
2850,1.01,Premium,F,59.4,60.0,7353,6.5,6.46,3.85
2851,0.41,Premium,G,62.4,58.0,1061,4.76,4.72,2.96
2852,0.79,Ideal,F,62.0,55.0,3081,5.93,5.95,3.68
2853,0.27,Ideal,I,62.1,54.0,432,4.16,4.18,2.59
2854,1.47,Ideal,I,62.3,57.0,7284,7.24,7.3,4.53
2855,0.41,Premium,G,61.9,59.0,1061,4.77,4.73,2.94
2856,1.51,Premium,G,60.1,58.0,14375,7.45,7.48,4.49
2857,1.02,Premium,H,61.2,57.0,4819,6.54,6.5,3.99
2858,0.33,Ideal,E,61.1,55.0,738,4.47,4.51,2.74
2859,0.58,Premium,G,62.4,60.0,1949,5.34,5.3,3.32
2860,1.51,Ideal,H,62.1,57.0,8710,7.38,7.34,4.57
2861,2.2,Premium,I,62.0,57.0,18364,8.38,8.34,5.18
2862,0.79,Ideal,H,62.0,56.0,3675,5.92,5.96,3.68
2863,0.41,Ideal,E,61.8,54.0,999,4.79,4.76,2.95
2864,0.33,Premium,E,61.6,58.0,781,4.41,4.45,2.73
2865,1.02,Very Good,E,62.6,56.0,9498,6.35,6.5,4.02
2866,0.3,Ideal,F,61.4,56.0,694,4.32,4.35,2.66
2867,0.75,Fair,D,65.1,57.0,2376,5.64,5.6,3.66
2868,0.3,Premium,D,62.0,62.0,851,4.27,4.24,2.64
2869,0.28,Very Good,E,62.2,59.0,428,4.19,4.23,2.62
2870,1.75,Ideal,G,61.5,57.0,17343,7.76,7.72,4.76
2871,0.27,Very Good,E,61.1,55.0,667,4.18,4.27,2.58
2872,0.41,Good,F,63.1,59.0,705,4.7,4.75,2.98
2873,0.32,Premium,H,62.3,58.0,645,4.33,4.37,2.71
2874,0.31,Good,H,63.2,57.0,489,4.32,4.35,2.74
2875,0.38,Ideal,I,61.9,54.7,703,4.63,4.68,2.88
2876,1.06,Premium,G,62.7,56.0,5183,6.55,6.46,4.08
2877,1.5,Ideal,F,61.7,54.0,14092,7.28,7.31,4.5
2878,1.03,Ideal,H,61.1,56.0,5418,6.5,6.53,3.98
2879,0.54,Premium,D,61.1,58.0,2100,5.3,5.24,3.22
2880,0.71,Good,I,63.6,63.0,1651,5.61,5.64,3.58
2881,0.7,Premium,F,61.8,60.0,2213,5.65,5.71,3.51
2882,0.4,Very Good,G,63.2,56.0,765,4.73,4.7,2.98
2883,0.32,Premium,E,61.5,58.0,842,4.36,4.42,2.7
2884,1.01,Premium,G,60.7,58.0,7059,6.52,6.49,3.95
2885,0.92,Ideal,J,61.1,57.0,3215,6.31,6.22,3.83
2886,0.43,Fair,E,60.5,59.0,1107,4.92,4.9,2.97
2887,0.32,Ideal,G,61.4,56.0,561,4.37,4.39,2.69
2888,0.55,Premium,G,59.6,59.0,1556,5.36,5.32,3.18
2889,0.52,Premium,G,59.2,60.0,1121,5.29,5.21,3.11
2890,1.6,Premium,I,58.6,58.0,11021,7.72,7.66,4.51
2891,1.26,Ideal,H,61.8,56.0,8941,6.9,6.93,4.28
2892,0.26,Ideal,G,62.0,56.0,545,4.12,4.15,2.56
2893,0.7,Very Good,D,60.6,60.0,3668,5.71,5.75,3.47
2894,0.73,Ideal,G,60.7,57.0,3411,5.85,5.81,3.54
2895,0.41,Good,F,63.4,57.0,705,4.73,4.74,3.0
2896,0.92,Premium,F,58.1,58.0,3282,6.46,6.41,3.74
2897,1.56,Premium,H,62.2,58.0,10424,7.41,7.44,4.62
2898,0.3,Ideal,E,62.2,56.0,658,4.28,4.3,2.67
2899,0.37,Ideal,D,61.3,56.0,1124,4.64,4.6,2.83
